"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","C"
"4103",283.62105,68.58538,4548.4386,19.32869,0.41379,15.77202,66.27284,60.26619,224.33418,11.6323,299.7705,13356.054,66.45852,11.25514,155.0085,72078.78,37.04106,631.1016,15.72413,61.65771,20.29683,22.13796,5673.6147,269.64924,30.39264,5.20526,8552.55,105.97779,12.63694,-1.12186,456.6834,76.89843,72.6018,23728.065,5.15696,19.97874,-17.8011,-222.16689,85.7946,5.4624,12101.151,-586.67595,2.21841,298.47054,0,10.50905,8.41241,131.19522,61.6831,15.21312,"0"
"4104",243.08838,90.91233,19509.336,13.07978,0.58974,0,125.18601,60.82309,240.42429,16.58498,308.10087,-117.42282,51.66713,17.4806,155.56878,54293.547,30.85487,1162.5396,18.42949,38.89068,-4.75502,20.78846,7075.053,253.23207,32.98724,1.45265,5626.3566,97.49838,10.37795,-15.29206,368.18607,95.50221,82.36254,30834.168,7.92893,22.6783,29.81952,-157.77264,79.87578,6.0895,7219.677,-315.15612,34.47337,303.35988,0,10.83797,3.91258,67.94513,11.68543,14.01452,"1"
"4105",342.61053,72.25818,30124.848,20.63259,0.74194,0,34.99349,53.46727,230.58489,8.38626,305.54097,1454.3337,68.74684,36.84262,157.05366,51513.537,18.29887,300.5226,14.96237,70.80435,-35.84233,16.81723,4896.3711,187.78143,32.88664,-17.13629,13712.301,134.00559,7.50058,10.49897,622.7319,88.17717,134.34024,30162.453,3.47713,22.0978,-33.55456,-137.50527,64.44773,7.65569,10833.759,-191.8476,89.67585,149.21664,0,17.27387,-4.71573,322.00851,209.37153,17.62819,"0"
"4106",327.267,112.81224,8092.596,14.44853,3.09615,0,78.89322,54.87239,253.41975,8.96834,347.85591,14102.151,10.31626,40.76713,150.33375,53218.251,24.17567,575.80914,16.95509,96.37368,-96.89601,24.76921,5956.1559,247.88457,31.84943,-236.12352,579.60966,97.07472,11.09299,-20.54165,460.00368,84.67956,81.22128,27284.256,7.87973,25.16734,74.27781,-191.50812,83.61489,7.65859,8234.805,-1358.2926,61.11565,1149.2157,0.925412213257786,11.3977,-4.29355,80.73552,42.75068,12.07866,"0"
"4107",398.64543,162.74823,7635.057,35.96266,0,0,36.01628,45.83711,248.31582,8.43014,272.3154,19656.789,58.15755,3.96586,128.30136,28739.466,6.21514,1157.7165,20.16235,55.47566,111.78276,19.26625,455.11572,154.34679,30.20171,45.12531,7908.159,150.39654,19.46476,38.43962,853.3161,24.69738,258.14004,24913.968,0.37382,16.31429,-36.07106,-50.81988,141.66597,3.93492,12073.275,-2978.4471,17.33149,417.42516,0,18.7019,27.10279,567.34008,344.09955,8.53482,"0"
"4108",259.92576,26.56886,4832.3529,19.4522,1.11821,12.14938,71.49573,57.96338,218.8128,13.21771,282.41631,16365.765,66.41981,15.94597,182.25729,129584.76,70.60425,848.1756,17.49668,63.50353,61.02401,23.81128,12181.674,272.81427,32.82779,-4.67165,974.97,102.04548,9.84099,13.97271,541.66518,98.03037,19.68743,16428.831,7.79286,24.45401,21.85361,-304.03677,85.80978,6.30583,12034.152,-625.7817,21.54891,266.11575,0.06578,11.85303,13.68008,97.47009,4.31289,15.22837,"1"
"4109",248.7864,15.02751,4915.5945,17.43306,2.04355,25.03355,68.82929,62.46004,203.27469,11.47201,296.23011,4340.0586,59.66278,40.90368,284.67813,189026.19,105.00972,420.44253,12.081,61.91301,-82.65027,24.64287,22632.966,213.06855,33.77039,4.756,171.72927,104.39355,8.70683,18.70742,552.96669,92.6877,22.09553,24184.224,4.78629,21.38213,30.39609,-310.84431,102.50502,7.77499,12886.716,-406.84746,-8.82165,90.02154,0,15.75056,-25.63709,196.01451,9.12297,17.11662,"1"
"4110",292.37853,105.55827,10727.775,18.08925,0,10.65015,69.53337,59.5628,242.27556,11.22285,294.80043,5740.6758,-45.81117,36.66067,180.53643,62284.989,24.24619,2397.7983,15.22057,27.84902,-93.02925,19.61767,5049.9927,114.05976,29.91116,-68.70261,14101.392,95.95968,12.32761,-52.2034,505.97286,38.08372,212.26401,32410.266,10.38209,15.79679,86.54187,-64.52059,81.27648,9.8069,7872.279,-3735.1701,3.32826,412.81458,0,18.85894,-32.89071,101.06844,-3.83474,13.39235,"0"
"4111",259.52908,25.41056,2879.59906,16.49146,1.57345,23.43979,96.73367,62.61046,209.89727,13.01367,287.81406,2612.34301,60.27315,10.40043,260.23216,130391.83915,68.83259,1431.2224,11.14091,85.43722,44.91183,24.48249,12079.98835,209.90633,32.4308,17.20069,-0.52586,109.41788,10.2801719872027,28.42575,454.91277,101.78179,33.3105,31029.47258,4.39772,19.83704,20.03769,-250.34343,78.62511,7.47101,10166.96339,253.264,46.08281,121.26614,-0.31672,13.15815,8.79741,142.95115,15.92128,21.05619,"1"
"4112",302.89965,112.70253,8566.419,21.02251,0.26641,9.34157,51.48925,56.16545,241.40478,10.75993,311.17344,24317.532,53.9707,20.77321,115.18239,47224.773,22.18378,706.8912,18.91504,50.99383,-38.77697,19.8475,2580.1929,305.49267,29.07874,-54.85914,97.59015,102.33666,11.22547,-43.75035,461.88876,77.43801,36.72642,17611.215,5.0042,24.32133,34.8853,-241.45377,92.29233,4.30808,9728.517,-2333.8353,41.59486,482.05263,0,8.83649,7.16869,141.49761,26.67195,17.61494,"0"
"4113",332.29158,179.23509,10859.565,17.65717,0,0,63.38933,62.92048,227.84283,8.5235,278.00721,549.64986,-26.33102,3.08248,150.78156,37243.026,17.25911,2160.0036,18.06544,28.04919,69.03657,22.58184,1945.2411,258.0669,29.17555,43.28004,8924.391,88.49112,23.49353,-120.46848,405.26115,22.81802,109.4892,33727.752,6.22391,14.21738,126.72057,-126.11751,96.11424,3.89812,7658.931,-3480.8154,238.59165,299.22126,0,9.15609,18.59681,105.72111,272.37336,10.23353,"0"
"4116",331.48911,32.50832,7167.996,17.21895,0.30296,26.26899,59.55128,60.51735,208.0971,13.23689,274.76766,9450.309,68.97123,6.46462,216.79317,111865.56,57.97194,1112.5077,14.61799,52.1344,86.30244,24.54006,9220.608,326.54112,33.45872,17.99223,6196.6623,108.3576,9.42851,12.09687,524.55939,115.88136,52.92548,28625.409,4.89627,22.27079,7.03683,-251.75892,103.26333,5.36488,11958.321,636.70233,10.06089,169.3881,0.07574,10.06807,33.06025,194.61243,65.58498,19.93175,"0"
"4117",484.81332,400.7313,1425.4848,19.76498,0.32394,6.56809,89.73105,35.87752,272.17671,10.03522,297.07191,8091.216,26.47468,45.26904,113.49258,19520.721,3.67809,769.626,24.61975,-44.05505,-151.66614,17.16899,1263.9006,247.21389,27.15964,-69.59133,3819.0603,129.34809,24.24501,-14.98763,636.45807,27.33725,165.82425,26437.281,0.31626,8.99284,27.42936,-102.47604,151.05549,5.97386,11034.963,-5848.1157,-34.00782,735.678,0.64789,15.69709,-82.16382,727.4463,692.0769,11.45593,"0"
"4118",282.23457,65.03854,26768.10469,18.27876,1.65799,-0.81616,79.1416,58.56764,208.78992,15.4680075556967,284.72751,-4.34114,36.87688,7.36974,165.77741,58766.94062,35.28142,758.79575,15.11329,80.60824,86.63954,26.11615,5696.6106,324.59433,31.11397,17.99719,464.21449,109.80095,8.05947,29.73321,455.41478,122.63023,22.8529,26475.96425,10.47908,26.63919,-4.32561,-266.19002,70.81985,6.88864,10112.1729,112.3499,78.68009,177.17583,0.57268,10.43584,32.90709,161.08125,38.98619,17.81976,"1"
"4119",318.29769,134.78322,411.74232,17.19225,0.30464,29.96891,86.25552,53.63577,229.51263,15.33573,307.15764,14326.815,-57.8534,5.19186,121.11846,35366.64,19.43074,180.76344,17.82118,76.80321,109.05243,22.84769,2180.9244,565.73376,34.44425,31.16972,254.96121,117.08265,9.1316,40.00924,392.98812,139.18818,45.48018,22563.207,3.46166,26.21034,-15.69343,-265.43955,68.62602,5.58527,9968.982,-682.50867,109.4409,213.62607,0,5.31407,22.30453,207.81765,131.88384,22.2801,"1"
"4120",389.88147,140.34911,6539.95685,23.82902,-0.9938,5.41513,44.46246,44.3862,246.74783,11.58662,286.47062,23082.37363,-54.75031,28.09078,100.67072,33478.42928,9.07143,1627.43634,17.56698,53.83875,-69.76181,20.54352,4591.29362,132.25369,27.49634,-106.48228,8335.02483,123.81079,11.95446,-15.63156,805.89783,52.77956,170.42786,16365.40573,5.30051,22.40367,-19.78491,-78.85329,50.48423,12.78378,10681.62778,-2075.62759,95.67675,595.51474,-0.22088,21.0176,-16.0132,434.656552641595,121.22157,12.19582,"0"
"4123",443.70588,158.88561,5622.8376,21.8434,0,7.08499,78.56547,55.65506,248.57319,17.54939,313.31313,12608.301,-4.78786,2.8536,149.21733,32678.607,18.2476,2015.9661,23.21298,49.70726,80.95908,18.31481,925.9041,429.83895,25.42857,31.05255,5122.8015,119.87991,17.03858,7.00771,373.98828,-7.63223,56.30331,15380.859,5.25381,24.28469,-10.51588,-192.39408,126.65571,1.94397,10605.162,-2343.5298,-28.5235,186.92445,0,0.79883,20.49583,248.54766,651.46902,14.9267,"0"
"4124",499.94043,139.85303,5009.11097,19.858,2.10685,18.49764,27.04222,51.25591,267.29139,11.83848,309.80739,2817.45384,54.2461886469704,39.65142,122.36727,34348.80904,11.25584,571.64839,18.42251,56.87085,-126.94954,23.67793,3216.29837,125.49918,28.51926,-491.09745,5211.98268,102.67541,8.39123,-108.936,598.07317,45.68717,94.50472,31301.47639,4.28405,19.17908,45.08219,-142.82052,71.06327,9.50341,7648.58484,-750.99963,310.3405,1393.42432,0.726759298252066,18.25925,-68.32625,88.28749,116.27922,12.68589,"0"
"4126",195.23757,50.50531,1675.8996,21.0875,0.24126,28.27385,89.54613,61.4474,246.64947,16.41724,292.8498,12128.199,63.69756,7.22133,179.13987,91002.72,55.57667,920.7843,24.12585,32.04671,80.03931,22.6783,5943.3564,440.36421,34.33571,28.90583,587.18862,84.8148,13.74218,-29.38475,370.1367,51.43329,60.19029,26135.544,9.92675,22.9287,100.75932,-217.25478,88.27101,3.86359,7646.166,-2388.0624,-4.36183,293.37144,0,6.73069,9.18625,47.39576,23.27384,12.88727,"1"
"4127",421.63485,155.50806,6882.2808,23.49209,0.36508,13.08316,35.98088,55.72606,248.79744,6.0707,306.14472,8762.724,-20.98621,13.52828,113.33388,37060.107,12.64411,3939.9621,19.53176,18.30715,-37.99871,17.70637,2178.5163,208.59459,28.57138,-17.95504,8901.552,112.21953,13.95753,-75.94554,653.35065,48.63727,96.88152,27534.933,3.67629,17.18728,-25.24903,-157.05228,79.17957,6.20785,9687.738,-4151.1504,32.49514,423.67104,0.18254,15.43627,1.29872,159.76398,26.04785,18.0858,"0"
"4128",265.83231,40.48891,1013.12143,18.21688,-0.56538,29.44628,105.19029,62.39156,219.29122,17.82017,288.12466,10786.04211,66.04934,7.13197,205.0021,113762.5128,60.17347,511.36543,17.77354,67.66938,45.26734,24.43901,11586.10333,254.2913,32.44992,15.03302,1566.70374,102.5378,8.48893,-0.10782,484.11028,88.08609,34.09477,26303.12549,7.85477,22.05361,57.2605,-309.80007,88.71121,6.68772,10475.00055,938.564063414417,24.09918,232.97076,-0.11404,10.97935,12.05431,98.03688,36.31798,13.92411,"1"
"4129",223.57104,8.82862,13764.0274456711,18.53561,2.27962,0,69.50301,65.44885,188.60943,12.41593,277.88232,-3.60919,67.69204,14.7206,275.892912406425,206108.219717272,120.093971825482,1162.6776,10.34165,57.09136,8.46471,29.19017,20727.2723741497,197.53044,33.97063,5.16341,382.23654,93.26592,10.02149,14.40561,569.67435,80.86317,24.32664,20793.495,6.21479,19.40259,50.70776,-342.12891,109.80315,7.24348,13064.115,234.05973,-15.25121,77.832,0.0556,15.47739,0.91475,131.32977,-3.22561,16.76203,"1"
"4130",187.55787,59.82203,1440.5751,18.18343,0.38263,29.38883,87.62931,62.27388,239.00358,13.10069,296.90976,12232.458,57.13869,10.00831,168.22821,77889.27,49.44719,1064.7252,22.06468,39.1417,49.49943,19.6414,4473.9807,387.39291,31.37975,10.82555,1713.2079,85.7325,12.42552,-63.36311,301.29609,74.84292,57.86161,26571.831,8.20555,24.83296,152.81154,-235.82613,70.05018,3.57481,7647.615,-2144.5683,103.74219,392.04489,0,6.50158,1.25024,37.94462,-4.48626,18.09463,"1"
"4132",407.86107,227.62755,4653.5808,26.31446,0,7.48057,59.79699,58.55133,226.93479,10.2514,282.08235,7418.949,59.96631,6.56574,136.2612,29568.639,11.67466,3045.8325,16.63638,17.66207,33.05583,19.63636,1561.3665,262.80513,25.595,15.69453,10362.351,115.03818,19.88849,-83.38098,548.56035,49.82932,108.54459,33187.137,2.97155,15.99372,-17.9785,-136.13424,91.59612,3.69737,8221.212,-4296.0297,91.77345,366.77985,0,11.37713,16.37894,209.88006,54.07709,18.25768,"0"
"4134",315.14301,44.27281,1851.4149,13.93214,1.00975,23.13694,57.75217,61.76494,225.80112,13.40353,299.90022,9411.117,67.91732,16.45298,179.61528,93220.38,52.75554,1918.1034,15.81949,52.07954,16.75444,21.54146,10745.025,211.08963,33.05914,-6.21537,2332.5933,97.94757,6.90766,0.25939,429.73476,92.89677,32.1233,27320.343,6.42024,18.00024,-7.05711,-278.17074,134.83773,6.30819,12984.834,3972.6819,-44.56641,251.1669,0,11.9577,-16.47306,138.12075,129.93045,15.25528,"1"
"4135",278.65098,58.1403,657.18774,17.11883,1.26412,21.10317,119.50524,61.79537,232.95849,14.3934,303.8898,6535.4661,55.75179,24.73098,182.37666,74227.44,43.78623,2024.874,18.11906,116.20083,91.28493,20.75265,8098.599,285.55581,34.42438,7.0943,6559.0641,89.32395,8.99525,18.42631,333.62811,97.94619,36.22148,29925.507,5.72344,19.35774,100.39845,-305.57064,88.46697,5.36988,10167.288,3478.0554,-1.13137,306.96513,0.10534,9.01464,-20.28842,83.77773,-9.66235,16.55027,"1"
"4136",321.46341,72.37341,30401.262,17.84333,0.46154,0,93.42531,58.26484,226.07436,12.14524,296.0238,-8.58291,53.9796,15.99758,162.04512,59794.503,29.95973,816.5805,17.65386,129.94011,92.32269,24.46154,5979.8574,294.84183,32.77597,52.17815,595.59144,114.91053,10.78587,16.30229,480.64296,117.0447,22.06027,28205.337,5.90679,25.40856,-5.77014,-299.47242,70.33239,6.99474,9082.677,-515.1609,125.36472,304.22031,0.11538,10.44446,24.30573,164.54499,73.15863,17.44127,"1"
"4137",273.0261,54.47585,215.7906,16.20872,0.5201,30.09808,72.71358,56.90954,234.92568,12.18443,308.68944,25647.99,60.37873,35.28846,145.3209,83269.2,41.79882,441.1446,17.16334,56.07851,-59.36015,18.89696,7193.457,313.0461,32.52281,-62.27747,4458.7386,101.70876,11.02027,-0.40137,497.39823,96.93258,27.94907,11058.078,4.83076,23.57288,16.27503,-252.4296,123.9447,5.98774,12361.695,-1137.4857,-33.57388,398.38047,0.17337,9.46404,-4.29803,134.7501,145.62864,17.11876,"1"
"4138",369.68544,69.68655,9077.295,22.23442,0.20444,9.93835,42.68802,50.89709,232.00215,9.49806,289.21626,19212.153,67.44095,10.55058,120.0531,52703.373,22.3117,1362.0186,17.78668,52.53191,26.75006,21.16002,4642.3407,295.40349,24.75789,13.33039,8538.267,124.545,13.56354,0.77736,565.05549,70.43589,79.5777,17747.835,3.32263,20.61927,-25.40138,-200.19108,94.36509,6.4266,13227.024,-3027.9132,-3.72256,247.04898,0,10.31798,7.01413,443.02278,202.00785,18.29418,"0"
"4139",202.81572,13.92212,12600.36253,16.78016,3.00461,14.52934,84.83386,66.95231,212.24663,13.32795,282.23284,9380.48777,68.70734,18.17684,339.11414,229201.564027292,136.323396357003,3690.64325,16.52129,57.47361,2.25445,22.33761,25412.8781194187,352.605999381532,35.53568,4.28249,891.8749,79.34974,10.76519,6.01067,368.13551,84.31814,28.60749,28485.9968,7.65846,14.49778,135.92264,-335.76244,108.21107,5.18854,11920.25969,2016.16567,-21.79019,133.62491,0.45,14.48605,-25.15941,81.68738,-6.77567,16.55364,"1"
"4141",236.48612,15.63046,5972.75083,18.73472,1.31775,27.95849,85.94616,64.48637,204.71646,12.86052,277.66865,10393.4183,66.72778,19.49026,280.48958,195171.33921,110.28455,1154.14669,13.04892,75.2134,12.96078,25.95062,20746.72334,230.20539,32.28903,6.68407,1834.10323,103.72431,10.99724,16.24067,464.690870556818,92.435,21.16378,22692.4033,6.54307,21.31183,16.40879,-296.19114,105.55229,6.11967,12814.67213,-374.91179,1.55816,105.3901,0.68497,14.25308,2.55157,184.51831,13.70327,14.37767,"1"
"4142",533.71888,131.29907,6879.67233,19.2551028009365,0.63847,9.14875,82.73431,52.03303,262.76359,15.00727,298.97456,17665.9548,31.08979,19.45982,134.60372,46100.08749,12.11788,6485.58800735441,25.07481,-39.48696,-115.66572,17.92563,1468.68553,229.21302,15.83308,15.63975,9109.29682,147.56249,20.10577,-32.51689,675.29714,31.82737,121.45844,17751.68276,5.94025,15.88413,4.13712,-153.56684,58.83618,3.64118,11725.89092,-6591.72342,-54.61282,256.22644,0.22587,10.22075,-86.54355,195.82031,352.5184,17.40112,"0"
"4143",266.99706,266.31398,175.6432,16.68922,-1.30062,39.65676,106.85098,54.02007,236.64368,18.65391,308.56481,14761.1182,-52.25525,21.14842,119.01414,20443.64643,12.63371,551.72337,22.12849,112.44037,61.23895,19.50892,831.54974,456.80547,33.2685,59.63215,65.11411,93.0352,5.90881,-121.59638,316.63691,129.39057,54.5614,22402.98985,8.14096,38.03901,175.2685,-217.30715,9.66030183510853,3.04495,6656.74928,-2142.47938,371.2014,353.5972,0.53788,5.59811,28.91692,139.85547,116.60576,17.23237,"1"
"4144",387.14244,117.98379,9519.102,16.46961,0.29424,0,29.39393,51.83611,240.68166,9.04694,311.96832,9440.511,48.24287,54.86984,117.3414,37901.148,14.88302,487.01511,17.36033,84.27315,-145.47615,21.03838,6877.1196,164.29176,33.70119,-47.82224,176.84493,109.15662,8.48859,-6.33704,645.72753,84.04338,109.66998,23296.677,4.79669,25.67242,35.36899,-155.79165,63.5548,10.94733,8827.791,-1600.8414,139.32756,579.6,0.14712,16.45581,-15.45876,170.72739,149.50299,13.91903,"0"
"4146",299.26266,187.88148,4337.9679,18.07669,0.54188,0,70.59459,50.9821,226.56564,11.54439,313.66917,13161.888,-15.58179,15.16799,91.47192,24423.033,11.66838,357.46761,17.88218,84.87138,19.94086,18.24346,2147.8182,338.18625,31.16302,-1.50949,1404.9366,104.80686,7.58855,1.29169,467.85312,113.83137,21.50916,17491.293,1.96961,21.74356,13.14146,-301.19742,107.68002,7.33767,10662.501,197.19441,-1.98015,288.31098,0,9.93566,10.87247,182.68026,100.86075,22.94919,"1"
"4148",226.04331,44.13275,132.94437,15.56074,0.70408,36.0169,88.26342,57.71533,230.34408,16.10743,302.38974,26212.065,60.73704,14.83907,133.88484,82606.8,53.77984,304.86408,19.40135,72.79224,69.39054,22.53064,6255.5814,362.84616,34.46053,9.53256,1346.4384,100.05,8.1854,17.56733,439.57416,110.20128,13.71016,9646.614,6.03721,27.97557,40.12502,-333.81855,79.16025,4.99457,11291.988,146.75679,25.7241,238.76001,0,6.84504,21.57023,110.04189,48.25915,17.85617,"1"
"4151",311.85102,87.37815,5552.3334,20.67102,1.88445,16.69655,48.42385,57.39765,258.6051,10.26354,320.37045,19427.847,44.44456,26.47268,146.07921,59016.114,27.77229,2024.046,23.19325,-11.23541,52.97993,17.68491,3801.3204,445.15626,32.7405,-95.70231,6562.1001,111.44742,15.61111,-24.98069,350.42892,70.23303,39.22726,23205.183,4.54385,16.81937,22.08097,-262.3725,101.28786,4.44512,8829.102,-1938.7896,-36.86008,775.7394,0.28992,5.2581,-20.58829,46.03859,1.78168,17.50737,"0"
"4153",475.71843,114.19362,13413.876,17.67159,0,11.08602,52.64893,57.85526,249.1176,16.40461,303.44337,9410.496,46.08834,51.12652,149.38707,56020.065,20.99546,3370.2429,13.60094,37.05797,-203.4189,19.738,5571.474,190.69254,24.85249,-304.02504,11281.155,81.16608,20.09597,-96.71799,445.84074,44.98634,168.91269,33396.897,9.64192,13.54567,151.48674,-93.03339,69.07245,7.51914,8180.847,-4716.9711,109.19388,811.8471,0.282194065310819,14.95899,-64.20505,120.92871,14.84238,15.37769,"0"
"4154",312.92811,61.83821,10019.697,18.6044,0.51493,9.72341,61.30264,55.01446,228.51213,11.35209,297.48522,16346.307,60.72048,15.15626,139.74984,60372.033,28.84276,542.38968,16.99256,54.51179,30.12602,21.83284,5251.6935,215.88789,31.62518,26.78483,12193.404,118.74969,8.34527,-2.7386,551.36244,93.03753,43.70984,19044.069,3.75599,21.21253,-22.40996,-238.10175,87.9474,7.00212,12481.893,-991.1643,18.03902,221.08428,0.10299,12.72698,-0.85005,294.8508,32.88554,21.33439,"0"
"4155",457.41204,105.42579,2924.979,17.31541,0.50365,7.3247,65.61824,49.93799,251.75823,10.88061,316.32498,5676.3195,18.49635,66.04142,122.45016,44326.911,15.51355,736.4439,15.23541,65.26013,-396.32082,22.91607,9262.422,130.63287,30.59833,-166.80612,6980.316,120.78243,10.77421,-6.68997,615.10947,68.92479,125.36817,22963.545,2.78192,18.44694,-19.27191,-140.43846,93.24177,13.30996,13235.373,-2097.5517,-3.96684,604.73946,0.308983138734926,17.60514,-163.93296,424.88613,92.5359,15.37099,"0"
"4156",315.06435,201.39444,4099.8834,34.04867,0,4.40751,161.31648,62.54802,230.23644,8.10515,297.75777,6085.4688,32.10584,8.31153,193.30557,35761.527,10.60916,5255.799,17.05018,32.52315,41.0185,16.51736,621.79005,178.64031,18.93491,-31.98398,7727.379,118.1142,25.98844,-19.6964,504.459,23.4137,132.51174,33576.573,1.28951,16.9475,58.29017,-129.8994,73.46016,1.86884,8890.374,-1660.4229,148.96065,198.29289,0,11.5664,4.09839,164.98245,287.7852,8.70849,"0"
"4157",237.7628,15.88555,9187.27488,19.27833,0.13699,24.10023,76.76858,61.2635,203.38038,12.19127,269.93375,14971.01995,57.6376705194787,16.10671,246.25726,179712.28016,97.57567,282.01795,13.04215,57.07353,60.2338,28.01279,17465.36752,287.8838,31.70988,17.19318,1392.22744,110.01739,11.68404,14.07878,605.27492,90.96061,15.64514,18935.31587,7.22899,21.41223,-0.96782,-345.68475,96.48788,5.47734,13144.7803,-530.2563,-6.7479,99.42497,0.0478855506264578,12.22312,26.15454,179.69639,10.48324,15.60717,"1"
"4159",239.45001,28.49845,8667.987,15.3534,0.66108,23.19918,96.24465,64.25004,220.06515,13.1138,282.23691,3240.9783,66.5781,17.32411,244.6878,144610.2,83.46447,3954.06325855118,18.59281,78.28947,39.80893,23.1377,22340.13,194.11839,34.16735,14.91953,12353.898,81.41103,8.50425,-4.98369,317.93337,86.17272,42.15734,34353.789,7.79755,14.9492,91.15728,-124.36974,92.02668,7.1622,9897.429,2486.4288,4.50473,181.97577,0,12.7136,-20.97614,71.58888,-12.28828,16.57559,"1"
"4160",194.38611,109.67757,5970.9012,22.08552,0,10.44232,65.34417,61.10378,250.37685,13.46438,304.71159,7890.012,23.81107,7.05077,151.36737,43896.558,28.50763,873.9816,23.34125,44.9495,71.02446,21.29375,2122.9644,396.67962,34.04005,85.16808,4517.637,80.8059,13.40242,-57.44367,282.87861,58.72183,84.88587,28511.421,6.72482,18.28438,167.98464,-172.58763,83.49828,2.88513,6534.4794,-1962.4152,61.09426,352.14012,0,5.6967,13.84099,43.80603,-8.10074,19.52279,"0"
"4163",250.44171,35.0253,3494.3394,18.19219,0.14603,30.95195,71.36394,58.39705,225.92946,13.45997,287.3229,31623.873,63.78408,6.61447,146.48838,101369.97,62.7475,530.88531,18.54603,74.38131,54.8688,24.31429,7845.438,343.17012,32.49741,51.30412,1257.6009,99.1323,10.21214,1.22574,451.07232,106.87065,19.89594,4587.9756,7.01392,26.8764,32.10177,-318.06102,98.70795,5.52693,11644.785,-1348.8879,14.61351,340.80756,0,8.15118,17.73445,98.59617,93.69165,16.44518,"1"
"4164",266.85198,39.8969,852.9642,14.55859,0.64486,27.3861,127.48854,62.83175,226.09299,12.97842,291.83136,5289.6573,64.67681,10.12347,198.80004,99002.58,65.3036,977.9163,18.05606,61.99836,32.5088,21.46459,14511.045,206.35968,32.75589,6.41801,6139.3578,79.84128,9.53656,-9.41201,339.87537,90.8178,39.37423,31458.135,6.69958,17.73238,118.87044,-253.20447,87.41334,6.80331,9824.703,1424.0358,61.20362,231.21762,0.09212,11.64127,-4.69817,86.39283,170.70738,17.26615,"1"
"4165",428.15811,74.93055,6331.5504,19.55087,3.11278,10.69169,96.08112,58.28106,256.48611,13.72189,284.40558,6284.5269,13.06556,7.13695,137.63982,52853.586,27.62898,4344.7851,21.2707,78.72348,232.69698,23.76091,1969.9155,362.35833,31.28943,44.47402,6550.9152,143.31645,6.41111,33.40331,525.90696,75.15825,57.70284,29651.439,6.86838,23.02088,-22.42017,-246.65016,68.86014,2.86302,13850.025,5970.0732,-33.19749,173.0934,0,5.08164,-9.52248,226.26411,140.3805,16.86567,"0"
"4166",330.97851,165.82356,7497.747,21.42257,0,3.92612,60.06071,56.06747,231.58401,8.83124,287.33739,-42.36697,-19.10106,5.74036,171.28146,36140.406,12.37674,303.1929,18.1579,44.76879,86.14719,22.19295,3096.8166,222.55467,33.23199,16.15269,5785.9881,116.37885,13.61729,6.76952,515.53281,80.16282,56.90168,32069.82,2.61016,20.66985,-9.34916,-189.56163,76.09389,6.92788,8451.603,-215.81613,126.72885,181.21677,0,11.10348,40.28551,261.05391,319.33476,16.74796,"0"
"4167",404.40348,107.31501,7620.429,20.6635,0.11577,7.04483,55.05006,48.42434,244.75749,11.15468,303.32814,28476.99,-7.30248,7.54846,100.12038,39347.319,14.8094,1486.3152,17.82884,7.34947,24.35252,18.40775,1580.7624,260.50812,32.26302,-8.08011,9476.736,134.80254,12.22549,1.77734,684.03426,67.31233,90.50178,16369.146,2.68575,17.1158,-47.80996,-179.48763,103.52208,4.8301,14521.602,1407.669,-15.17641,256.69863,0,10.10967,13.5596,452.6469,185.32848,17.90412,"0"
"4168",342.99969,169.61304,6947.955,18.39361,0.19061,8.59105,47.00459,56.93066,247.365,13.09668,293.41146,11992.89,15.61891,18.28383,119.70396,35312.613,15.21912,1161.7668,21.15747,31.29716,50.69402,20.96682,4414.8822,240.48432,25.77412,-97.74402,7640.991,102.21729,18.67409,-100.1466,511.34934,68.07857,47.26148,33119.448,9.98961,13.25048,32.32912,-229.84038,86.99106,6.67512,7182.762,-1363.2675,211.6437,438.56883,0,12.0414,28.43186,142.54296,91.03377,15.7358,"0"
"4170",266.69259,58.08648,3491.3931,15.51348,1.04387,27.62346,68.22934,60.74546,237.3738,17.30051,305.94669,17465.418,62.55713,18.082,157.45317,79198.89,53.83207,483.10074,20.98187,34.14286,56.15351,23.80031,5089.578,427.79793,34.27768,47.95279,9153.885,105.15186,8.85939,-4.00555,383.17839,85.75527,26.27051,21325.968,5.97654,23.67528,-12.72477,-320.58228,101.54247,3.78319,9669.522,497.10153,-19.4709,438.05133,0,5.01016,21.82787,93.51846,50.94953,19.31006,"0"
"4171",247.93753,50.72318,1305.55121,17.13481,0.90575,27.37059,115.98469,60.74446,239.91591,16.48705,295.10706,11853.80967,66.30051,12.20177,169.51901,85553.03301,51.07309,790.77766,18.8329837756516,79.70576,118.22179,22.34613,6491.36873,313.9899,33.6767,46.36571,825.96465,100.23039,9.09321,-13.80661,333.50575,69.80299,73.55824,25179.65598,5.96562,21.99286,111.59584,-208.57464,85.36533,4.30955,10125.90928,981.21787,-16.36552,299.34811,0.215383020268609,9.74957,-19.02087,50.11025,26.28684,13.53179,"1"
